,tome,chapitre,section,id,count,gender,number,mentions,agent,patient,mod,poss,action,affect_emotion,body_parts,capability_obligation,cognition,communication,environment,existence_state,human_relations,motion,not_a_valid_character_attribute,perception,personality_traits,physical_objects,physical_traits,possession,sociological
2666,TOME_I,CHAPITRE_V,X,1,"{'occurrence': 30, 'mention_ratio': 0.12610000000000002}","{'ratio': 0.5, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.9667, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'pierre', 'c': 1}, {'n': 'du comte besoukhow', 'c': 1}], 'common': [{'n': 'le prêtre', 'c': 2}, {'n': 'leur maître', 'c': 1}, {'n': 'son fils', 'c': 1}, {'n': 'son père', 'c': 1}], 'pronoun': [{'n': 'ses', 'c': 8}, {'n': 'il', 'c': 6}, {'n': 'lui', 'c': 3}, {'n': 'le', 'c': 2}, {'n': ""l'"", 'c': 2}, {'n': 'son', 'c': 1}, {'n': 'qui', 'c': 1}]}","[{'w': 'emporter', 'i': 2}, {'w': 'méditer', 'i': 26}, {'w': 'réunir', 'i': 41}, {'w': 'faire', 'i': 57}, {'w': 'déclarer', 'i': 69}, {'w': 'aller', 'i': 72}, {'w': 'trouver', 'i': 314}, {'w': 'faire', 'i': 335}, {'w': 'recevoir', 'i': 1599}, {'w': 'peser', 'i': 1605}]","[{'w': 'guider', 'i': 19}, {'w': 'écouter', 'i': 154}, {'w': 'voler', 'i': 182}, {'w': 'écouter', 'i': 220}]","[{'w': 'autre', 'i': 185}]","[{'w': 'frère', 'i': 15}, {'w': 'paysan', 'i': 33}, {'w': 'intention', 'i': 61}, {'w': 'désir', 'i': 65}, {'w': 'paysan', 'i': 80}, {'w': 'servage', 'i': 82}, {'w': 'parole', 'i': 162}, {'w': 'idée', 'i': 206}, {'w': 'fortune', 'i': 306}, {'w': 'fils', 'i': 312}]",4,1,0,0,4,4,0,0,5,2,2,2,0,0,0,0,1
2667,TOME_I,CHAPITRE_V,X,2,"{'occurrence': 19, 'mention_ratio': 0.07980000000000001}","{'ratio': 0.5789000000000001, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.8947, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [], 'common': [{'n': ""l' intendant en chef"", 'c': 3}, {'n': ""l' intendant"", 'c': 3}, {'n': 'son intendant', 'c': 1}], 'pronoun': [{'n': 'il', 'c': 4}, {'n': 'son', 'c': 2}, {'n': 'qui', 'c': 2}, {'n': 'lui', 'c': 2}, {'n': 'ses', 'c': 2}]}","[{'w': 'présenter', 'i': 582}, {'w': 'risquer', 'i': 662}, {'w': 'feindre', 'i': 796}, {'w': 'porter', 'i': 1692}, {'w': 'comprendre', 'i': 1822}, {'w': 'profiter', 'i': 1840}, {'w': 'promettre', 'i': 1932}, {'w': 'faire', 'i': 1969}]","[{'w': 'décider', 'i': 1014}]","[{'w': 'bête', 'i': 1816}, {'w': 'rusé', 'i': 1818}]","[{'w': 'côté', 'i': 574}, {'w': 'effort', 'i': 1937}, {'w': 'acte', 'i': 1961}, {'w': 'possible', 'i': 1971}]",3,1,0,0,1,3,0,0,0,1,2,0,3,0,0,0,1
2668,TOME_I,CHAPITRE_V,X,3,"{'occurrence': 14, 'mention_ratio': 0.058800000000000005}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 0.9286000000000001, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'ses paysans', 'c': 4}, {'n': 'des paysans', 'c': 2}, {'n': 'ses paysans du servage', 'c': 1}, {'n': 'les paysans mêmes', 'c': 1}, {'n': 'ces derniers', 'c': 1}, {'n': 'paysans', 'c': 1}], 'pronoun': [{'n': 'ils', 'c': 2}, {'n': 'leurs', 'c': 1}, {'n': 'dont', 'c': 1}]}","[{'w': 'augmenter', 'i': 1671}, {'w': 'continuer', 'i': 2014}, {'w': 'pouvoir', 'i': 2039}]","[{'w': 'libérer', 'i': 78}]","[{'w': 'dernier', 'i': 1874}, {'w': 'heureux', 'i': 1877}, {'w': 'argent', 'i': 2018}]","[{'w': 'sujet', 'i': 30}, {'w': 'libération', 'i': 629}, {'w': 'remerciement', 'i': 1474}, {'w': 'caftan', 'i': 1482}, {'w': 'dixième', 'i': 1546}, {'w': 'émancipation', 'i': 1865}]",3,2,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0
2669,TOME_I,CHAPITRE_V,X,4,"{'occurrence': 13, 'mention_ratio': 0.0546}","{'ratio': 0.4615, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.7692, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'pierre', 'c': 1}], 'common': [{'n': 'millionnaire', 'c': 1}, {'n': 'le plus grand propriétaire de leur gouvernement', 'c': 1}, {'n': 'le paysan', 'c': 1}, {'n': 'au frère instructeur', 'c': 1}, {'n': 'le vénérable', 'c': 1}], 'pronoun': [{'n': '-il', 'c': 2}, {'n': 'il', 'c': 1}, {'n': 'lui', 'c': 1}, {'n': 'son', 'c': 1}, {'n': 'ce', 'c': 1}, {'n': 'qui', 'c': 1}]}","[{'w': 'égarer', 'i': 743}, {'w': 'borner', 'i': 749}, {'w': 'paraître', 'i': 1260}]","[{'w': 'faire', 'i': 831}, {'w': 'appeler', 'i': 1747}]","[{'w': 'grand', 'i': 843}, {'w': 'propriétaire', 'i': 844}]","[{'w': 'intendant', 'i': 793}]",0,0,0,0,0,2,0,1,1,0,1,1,0,0,1,0,1
2670,TOME_I,CHAPITRE_V,X,5,"{'occurrence': 12, 'mention_ratio': 0.0504}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'les intendants de toutes les terres', 'c': 1}, {'n': 'des intendants', 'c': 1}, {'n': 'le troisième groupe', 'c': 1}], 'pronoun': [{'n': 'leur', 'c': 4}, {'n': 'eux', 'c': 2}, {'n': 'les', 'c': 1}, {'n': 'leurs', 'c': 1}, {'n': '-ils', 'c': 1}]}","[{'w': 'écouter', 'i': 220}]","[{'w': 'surcharger', 'i': 97}]","[{'w': 'tout', 'i': 45}, {'w': 'troisième', 'i': 217}]","[{'w': 'intendant', 'i': 43}, {'w': 'un', 'i': 138}, {'w': 'maître', 'i': 201}, {'w': 'fin', 'i': 259}]",0,0,0,0,1,0,0,0,1,1,3,1,0,0,0,0,1
2671,TOME_I,CHAPITRE_V,X,6,"{'occurrence': 12, 'mention_ratio': 0.0504}","{'ratio': 0.33330000000000004, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'pierre', 'c': 1}], 'common': [], 'pronoun': [{'n': 'lui', 'c': 4}, {'n': 'il', 'c': 3}, {'n': 'son', 'c': 2}, {'n': 'ses', 'c': 2}]}","[{'w': 'voir', 'i': 506}, {'w': 'avoir', 'i': 519}, {'w': 'consacrer', 'i': 536}, {'w': 'sentir', 'i': 549}]",[],[],"[{'w': 'pas', 'i': 503}, {'w': 'affaire', 'i': 514}, {'w': 'travail', 'i': 562}]",1,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0
2672,TOME_I,CHAPITRE_V,X,7,"{'occurrence': 11, 'mention_ratio': 0.046200000000000005}","{'ratio': 0.4545, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.9091, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'pierre', 'c': 1}], 'common': [], 'pronoun': [{'n': 'il', 'c': 4}, {'n': 'lui', 'c': 3}, {'n': 'son', 'c': 2}, {'n': 'vos', 'c': 1}]}","[{'w': 'posséder', 'i': 686}, {'w': 'avoir', 'i': 708}]",[],[],"[{'w': 'affaire', 'i': 300}, {'w': 'père', 'i': 337}, {'w': 'budget', 'i': 353}]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2
2673,TOME_I,CHAPITRE_V,X,8,"{'occurrence': 11, 'mention_ratio': 0.046200000000000005}","{'ratio': 0.6364000000000001, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.9091, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'pierre', 'c': 1}], 'common': [{'n': 'jeune comte', 'c': 1}], 'pronoun': [{'n': 'il', 'c': 3}, {'n': 'lui', 'c': 2}, {'n': 'le', 'c': 2}, {'n': 'du', 'c': 1}, {'n': 'son', 'c': 1}]}","[{'w': 'penser', 'i': 1767}, {'w': 'pouvoir', 'i': 1808}, {'w': 'vouloir', 'i': 1923}]","[{'w': 'rendre', 'i': 1794}, {'w': 'jouer', 'i': 1833}]","[{'w': 'heureux', 'i': 1780}, {'w': 'jeune', 'i': 1824}, {'w': 'intelligent', 'i': 1827}, {'w': 'naïf', 'i': 1829}]","[{'w': 'maître', 'i': 1952}]",1,1,0,0,3,1,0,0,1,0,0,0,2,0,0,0,1
2674,TOME_I,CHAPITRE_V,X,9,"{'occurrence': 5, 'mention_ratio': 0.021}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 0.6000000000000001, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'quelques - uns des intendants', 'c': 1}], 'pronoun': [{'n': 'leur', 'c': 2}, {'n': 'qui', 'c': 1}, {'n': 'ils', 'c': 1}]}","[{'w': 'avoir', 'i': 146}, {'w': 'savoir', 'i': 148}, {'w': 'voler', 'i': 182}]",[],[],"[{'w': 'gestion', 'i': 176}]",1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2675,TOME_I,CHAPITRE_V,X,10,"{'occurrence': 3, 'mention_ratio': 0.0126}","{'ratio': 0.33330000000000004, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'pierre', 'c': 1}], 'common': [], 'pronoun': [{'n': 'son', 'c': 1}, {'n': 'ses', 'c': 1}]}","[{'w': 'résister', 'i': 611}]",[],[],"[{'w': 'côté', 'i': 616}, {'w': 'paysan', 'i': 632}]",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2676,TOME_I,CHAPITRE_V,X,11,"{'occurrence': 3, 'mention_ratio': 0.0126}","{'ratio': 0.33330000000000004, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'pierre', 'c': 1}], 'common': [], 'pronoun': [{'n': 'son', 'c': 1}, {'n': 'ses', 'c': 1}]}",[],[],[],"[{'w': 'illusion', 'i': 1210}]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2677,TOME_I,CHAPITRE_V,X,12,"{'occurrence': 3, 'mention_ratio': 0.0126}","{'ratio': 0.33330000000000004, 'inference': {'Male': 0.0, 'Female': 1.0}, 'max': 1.0, 'argmax': 'Female'}","{'ratio': 1.0, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'les femmes', 'c': 1}], 'pronoun': [{'n': 'leurs', 'c': 1}, {'n': 'les', 'c': 1}]}","[{'w': 'remercier', 'i': 1369}]",[],[],"[{'w': 'nourrisson', 'i': 1363}]",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2678,TOME_I,CHAPITRE_V,X,13,"{'occurrence': 3, 'mention_ratio': 0.0126}","{'ratio': 0.6667000000000001, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'pierre', 'c': 1}], 'common': [], 'pronoun': [{'n': 'son', 'c': 1}, {'n': 'il', 'c': 1}]}","[{'w': 'sentir', 'i': 1725}, {'w': 'écrire', 'i': 1734}, {'w': 'appeler', 'i': 1747}]",[],[],"[{'w': 'inspection', 'i': 1722}]",0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
2679,TOME_I,CHAPITRE_V,X,14,"{'occurrence': 3, 'mention_ratio': 0.0126}","{'ratio': 0.6667000000000001, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'pierre', 'c': 1}], 'common': [], 'pronoun': [{'n': 'son', 'c': 1}, {'n': 'il', 'c': 1}]}","[{'w': 'donner', 'i': 1881}, {'w': 'pouvoir', 'i': 1892}, {'w': 'compatir', 'i': 1901}]",[],[],"[{'w': 'cœur', 'i': 1888}]",0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2680,TOME_I,CHAPITRE_V,X,15,"{'occurrence': 3, 'mention_ratio': 0.0126}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'des gens plus contents', 'c': 1}], 'pronoun': [{'n': 'les', 'c': 1}, {'n': 'ils', 'c': 1}]}",[],"[{'w': 'représenter', 'i': 1894}]","[{'w': 'content', 'i': 1898}, {'w': 'libre', 'i': 1910}]",[],0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2681,TOME_I,CHAPITRE_V,X,16,"{'occurrence': 2, 'mention_ratio': 0.008400000000000001}","{'ratio': 0.5, 'inference': {'Male': 0.0, 'Female': 1.0}, 'max': 1.0, 'argmax': 'Female'}","{'ratio': 1.0, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'catherine', 'c': 1}], 'common': [], 'pronoun': [{'n': 'ses', 'c': 1}]}",[],[],[],"[{'w': 'sœur', 'i': 410}]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2682,TOME_I,CHAPITRE_V,X,17,"{'occurrence': 2, 'mention_ratio': 0.008400000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'les inconnus', 'c': 1}], 'pronoun': [{'n': 'leur', 'c': 1}]}",[],[],[],"[{'w': 'gouvernement', 'i': 847}]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2683,TOME_I,CHAPITRE_V,X,18,"{'occurrence': 2, 'mention_ratio': 0.008400000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 0.5, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'le peuple', 'c': 1}], 'pronoun': [{'n': 'que', 'c': 1}]}","[{'w': 'vivre', 'i': 1054}]",[],[],[],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2684,TOME_I,CHAPITRE_V,X,19,"{'occurrence': 2, 'mention_ratio': 0.008400000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'les enfants', 'c': 1}], 'pronoun': [{'n': 'auxquels', 'c': 1}]}",[],"[{'w': 'présenter', 'i': 1392}]","[{'w': 'doux', 'i': 1296}]",[],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2685,TOME_I,CHAPITRE_V,X,20,"{'occurrence': 2, 'mention_ratio': 0.008400000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 0.5, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [], 'pronoun': [{'n': 'ceux -là mêmes', 'c': 1}, {'n': 'qui', 'c': 1}]}","[{'w': 'présenter', 'i': 1538}]",[],[],[],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2686,TOME_I,CHAPITRE_V,X,21,"{'occurrence': 2, 'mention_ratio': 0.008400000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 1.0, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'les nourrices', 'c': 1}], 'pronoun': [{'n': 'leurs', 'c': 1}]}",[],"[{'w': 'envoyer', 'i': 1565}]",[],"[{'w': 'champ', 'i': 1588}]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2687,TOME_I,CHAPITRE_V,X,22,"{'occurrence': 2, 'mention_ratio': 0.008400000000000001}","{'ratio': 0, 'inference': {'Male': 0, 'Female': 0}, 'max': 0, 'argmax': 'Null'}","{'ratio': 0.5, 'inference': {'Singular': 0.0, 'Plural': 1.0}, 'max': 1.0, 'argmax': 'Plural'}","{'proper': [], 'common': [{'n': 'les élèves', 'c': 1}], 'pronoun': [{'n': 'qui', 'c': 1}]}","[{'w': 'entourer', 'i': 1625}]",[],[],[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2688,TOME_I,CHAPITRE_V,XI,0,"{'occurrence': 72, 'mention_ratio': 0.1651}","{'ratio': 0.0833, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.8333, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'le prince andré', 'c': 1}], 'common': [{'n': 'son prochain', 'c': 1}, {'n': 'son père', 'c': 1}], 'pronoun': [{'n': 'je', 'c': 21}, {'n': 'vous', 'c': 7}, {'n': ""j'"", 'c': 5}, {'n': 'il', 'c': 4}, {'n': 'moi', 'c': 4}, {'n': 'mon', 'c': 4}, {'n': 'son', 'c': 3}, {'n': '-vous', 'c': 3}, {'n': 'me', 'c': 3}, {'n': 'tu', 'c': 3}, {'n': 'ses', 'c': 2}, {'n': ""m'"", 'c': 2}, {'n': 'tes', 'c': 2}, {'n': 'moi - même', 'c': 1}, {'n': 'ma', 'c': 1}, {'n': '-moi', 'c': 1}, {'n': 'toi', 'c': 1}, {'n': 'qui', 'c': 1}, {'n': 'votre', 'c': 1}]}","[{'w': 'penser', 'i': 2760}, {'w': 'parler', 'i': 2767}, {'w': 'pouvoir', 'i': 2817}, {'w': 'avoir', 'i': 2826}, {'w': 'voir', 'i': 2851}, {'w': 'descendre', 'i': 2855}, {'w': 'manger', 'i': 2878}, {'w': 'lave', 'i': 2883}, {'w': 'voir', 'i': 2915}, {'w': 'tâcher', 'i': 2926}, {'w': 'vouloir', 'i': 2949}, {'w': 'manquer', 'i': 3019}, {'w': 'pouvoir', 'i': 3051}, {'w': 'occuper', 'i': 3071}, {'w': 'servir', 'i': 3076}, {'w': 'jurer', 'i': 3100}, {'w': 'tenir', 'i': 3112}, {'w': 'rentrer', 'i': 3137}, {'w': 'avoir', 'i': 3163}, {'w': 'voir', 'i': 3182}, {'w': 'servir', 'i': 3187}, {'w': 'servir', 'i': 3193}, {'w': 'servir', 'i': 3199}, {'w': 'tarder', 'i': 3286}, {'w': 'voir', 'i': 3340}, {'w': 'entendre', 'i': 3354}, {'w': 'souhaiter', 'i': 3358}, {'w': 'enchanter', 'i': 3382}, {'w': 'supposer', 'i': 3484}, {'w': 'désirer', 'i': 3560}, {'w': 'plaindre', 'i': 3663}]","[{'w': 'laisse', 'i': 2971}, {'w': 'élire', 'i': 2998}, {'w': 'délivrer', 'i': 3169}]","[{'w': 'train', 'i': 3042}]","[{'w': 'opinion', 'i': 2754}, {'w': 'regard', 'i': 2787}, {'w': 'jugement', 'i': 2794}, {'w': 'maréchal', 'i': 3001}, {'w': 'père', 'i': 3150}, {'w': 'moyen', 'i': 3166}, {'w': 'père', 'i': 3211}, {'w': 'père', 'i': 3402}, {'w': 'prochain', 'i': 3450}, {'w': 'paysan', 'i': 3460}, {'w': 'paysan', 'i': 3500}, {'w': 'caractère', 'i': 3756}, {'w': 'avis', 'i': 3777}]",4,7,0,1,13,2,0,1,7,4,6,1,1,0,1,0,0
2689,TOME_I,CHAPITRE_V,XI,1,"{'occurrence': 56, 'mention_ratio': 0.12840000000000001}","{'ratio': 0.3929, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.9643, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'pierre', 'c': 1}], 'common': [{'n': 'mon père', 'c': 3}, {'n': 'mon cher', 'c': 1}, {'n': 'votre fils', 'c': 1}, {'n': 'votre père', 'c': 1}, {'n': 'père', 'c': 1}], 'pronoun': [{'n': 'il', 'c': 10}, {'n': 'je', 'c': 5}, {'n': 'tu', 'c': 5}, {'n': 'son', 'c': 4}, {'n': ""l'"", 'c': 4}, {'n': 'lui', 'c': 3}, {'n': 'mes', 'c': 2}, {'n': '-il', 'c': 2}, {'n': 'le', 'c': 2}, {'n': 'sa', 'c': 1}, {'n': ""j'"", 'c': 1}, {'n': 'moi - même', 'c': 1}, {'n': 'vous', 'c': 1}, {'n': 'moi', 'c': 1}, {'n': 'ton', 'c': 1}, {'n': 'tes', 'c': 1}, {'n': 'te', 'c': 1}, {'n': 'ma', 'c': 1}, {'n': 'ses', 'c': 1}, {'n': 'qui', 'c': 1}]}","[{'w': 'commencer', 'i': 740}, {'w': 'caresser', 'i': 769}, {'w': 'connaître', 'i': 824}, {'w': 'pouvoir', 'i': 840}, {'w': 'passer', 'i': 847}, {'w': 'dire', 'i': 892}, {'w': 'bâtir', 'i': 913}, {'w': 'compte', 'i': 917}, {'w': 'demander', 'i': 936}, {'w': 'voir', 'i': 966}, {'w': 'faire', 'i': 972}, {'w': 'voir', 'i': 1093}, {'w': 'faire', 'i': 3226}, {'w': 'avoir', 'i': 3237}, {'w': 'avoir', 'i': 3248}, {'w': 'tenir', 'i': 3263}, {'w': 'pendre', 'i': 3294}, {'w': 'faire', 'i': 3395}]","[{'w': 'étonnait;—tu', 'i': 908}, {'w': 'interrompre', 'i': 955}, {'w': 'écouter', 'i': 1007}, {'w': 'faire', 'i': 1126}, {'w': 'rendre', 'i': 3254}, {'w': 'empêcher', 'i': 3321}, {'w': 'condamner', 'i': 3332}]","[{'w': 'dernier', 'i': 791}, {'w': 'même', 'i': 819}, {'w': 'homme', 'i': 820}, {'w': 'commandant', 'i': 3153}]","[{'w': 'présence', 'i': 756}, {'w': 'imagination', 'i': 772}, {'w': 'ami', 'i': 812}, {'w': 'projet', 'i': 890}, {'w': 'projet', 'i': 897}, {'w': 'voyage', 'i': 960}, {'w': 'bien', 'i': 975}, {'w': 'ordre', 'i': 3178}, {'w': 'siècle', 'i': 3222}]",1,2,0,1,5,4,0,2,3,1,7,5,0,0,2,2,3
2690,TOME_I,CHAPITRE_V,XI,2,"{'occurrence': 48, 'mention_ratio': 0.1101}","{'ratio': 0.0833, 'inference': {'Male': 1.0, 'Female': 0.0}, 'max': 1.0, 'argmax': 'Male'}","{'ratio': 0.9583, 'inference': {'Singular': 1.0, 'Plural': 0.0}, 'max': 1.0, 'argmax': 'Singular'}","{'proper': [{'n': 'pierre', 'c': 1}], 'common': [], 'pronoun': [{'n': 'tu', 'c': 13}, {'n': 'je', 'c': 10}, {'n': 'me', 'c': 4}, {'n': 'mon', 'c': 3}, {'n': 'toi', 'c': 3}, {'n': 'vous', 'c': 2}, {'n': ""j'"", 'c': 2}, {'n': '-il', 'c': 2}, {'n': 'moi', 'c': 2}, {'n': 'ma', 'c': 2}, {'n': ""l' un"", 'c': 1}, {'n': 'lui', 'c': 1}, {'n': 'te', 'c': 1}, {'n': '-je', 'c': 1}]}","[{'w': 'écrier', 'i': 1983}, {'w': 'pouvoir', 'i': 2156}, {'w': 'faire', 'i': 2177}, {'w': 'faire', 'i': 2194}, {'w': 'persuader', 'i': 2200}, {'w': 'avoir', 'i': 2205}, {'w': 'acquérir', 'i': 2223}, {'w': 'poser', 'i': 2257}, {'w': 'construire', 'i': 2289}, {'w': 'pouvoir', 'i': 2298}, {'w': 'parler', 'i': 2352}, {'w': 'vouloir', 'i': 2386}, {'w': 'vouloir', 'i': 2418}, {'w': 'vouloir', 'i': 2430}, {'w': 'disposer', 'i': 2442}, {'w': 'vouloir', 'i': 2445}, {'w': 'couche', 'i': 2486}, {'w': 'pouvoir', 'i': 2495}, {'w': 'retourne', 'i': 2512}, {'w': 'penser', 'i': 2515}, {'w': 'repenser', 'i': 2518}, {'w': 'songer', 'i': 2584}, {'w': 'saigner', 'i': 2610}, {'w': 'guérir', 'i': 2614}, {'w': 'considérer', 'i': 2664}, {'w': 'avouer', 'i': 2678}, {'w': 'guérir', 'i': 2693}]",[],"[{'w': 'avis', 'i': 2215}]","[{'w': 'tort', 'i': 2206}, {'w': 'avis', 'i': 2215}, {'w': 'sens', 'i': 2403}, {'w': 'avis', 'i': 2453}, {'w': 'vie', 'i': 2577}, {'w': 'manière', 'i': 2682}]",4,4,0,2,14,3,0,1,0,2,4,0,0,0,0,0,0
